company,title,date,year,rating,pros,cons
Apple,Critical,Jul 22,2021,5,Too good for someone who have comp sci degree,Not bad for who have electrical engineering degree
Apple,"Cool work, long hours",Jul 13,2021,4,"Exciting work, surrounded by very small people","very political, top down style of management"
Apple,.,Jul 16,2021,4,Lots of opportunities to grow,.work life balance not so good
Apple,A company with a lot of resources and intelligent people,May 6,2021,5,"Tons of resources, lots of ways to learn and grow, great benefit",Your impact to the whole company might be limited compared to working at smaller company
Apple,Great,Jul 5,2021,5,Money for days and days,"No windows in the office, get it?"
Apple,it was good for new grad,Jun 24,2021,4,"strong colleagues, and good collaboration","top down culture, false fire drills"
Apple,Great environment,May 16,2021,5,"Everything, Everything, Everything, Everything, Everything,","Nothing, Nothing, Nothing, Nothing ,Nothing, Nothing"
Apple,Great work place and atmosphere,May 10,2021,4,Very smart people and good working experience,WLB not as good as some other competitive tech companies
Apple,very good,Apr 17,2021,5,excellent place to work for life time.,there is no bad side here.
Apple,Great place to work,Jan 26,2021,5,"The work/life balance is great, good company culture and smart people to work with","office politics can get in the way of some smart decisions and being a more feel-first tech company, decisions can be less data driven"
Apple,ok sir i wont put the bad language,Jun 2,2021,1,nothing but all wrong please dont go.,cons is that you work there
Apple,Good one to work!,Feb 26,2021,5,"good work/life balance, good benefit",work pressure sometimes is big
Apple,good,Feb 15,2021,5,really enjoy to work here,the company is too big
Apple,Well managed,Feb 1,2021,3,Well managed company. Good innovations.,Can be tough on schedule and pushing people hard.
Apple,Amazing place to learn and work!!,Jan 13,2021,5,Amazing place to learn and work!!,Nothing bad about the company and its great culture
Apple,Great,Jan 12,2021,4,Great environment and work culture,Gets too stressed occasionally and tiring.
Apple,good,Jan 12,2021,5,fun workplace and great people,lots of work to do
Apple,Hello World,Jan 8,2021,3,Flexibility on Projects Assignment work,Not much perks and snacks
Apple,Very good company,Dec 30,2020,5,very good perks and benefits,there are no cons to say
Apple,Apple benefits,Oct 23,2020,1,Healthy competition with people and good snacks,Computers are a bit opd and iphones are very old like 1950
Apple,Good company to work for as long as you know which group you are joining for,Apr 21,2019,4,"- Good work life balance depending on your team - Could be interesting work but your project also depends on how your manager thinks personally of you. If you don't get on well, you might end up with projects no one wants to work on. - Great benefits from the company including good food, good 401k, health insurance etc. - Supportive environment for personal development.","- Recruiters are usually bad and unprofessional. They usually try to lowball you (as typical) but if you try to negotiate, they become aggressive and even rude. - Very unbalanced compensation even within the same teams. Study up your numbers well before signing up. - Secrecy - Very non-uniform groups within the company. There are big differences between different organizations so you might have totally different experience for the same/similar job responsibilities depending on whether you are part of engineering, operations or (scary, the one to avoid at all cost) IS&T groups."
Apple,Data Scientist,May 18,2018,4,"Interesting projects Resources (hardware, software licenses etc) are taken care of People are smart, inclusive, articulate. Great benefits Good food There's a group for pretty much any hobby/interest, so it's easy to meet new friends when you're new to town","Open concept offices taking over and making it impossible not to have glare on your screens. No visibility into promotion opportunities, org changes always come as a complete surprise to most. Leads to confusion about career growth potential. Very little emphasis on training managers, lots of growing pains when people get promoted. Can be a bit on the bureaucratic side."
Apple,great place to learn. slow to grow.,Apr 11,2019,4,"At the beginning you can learn a lot and see how a big company works. Depending on teams, data scientists have a lot of freedom.",Unstructured. Infra structure is not as great as some other big companies. Growth is slow which is natural for big companies.
Apple,"Really good people, platform for growth could be better",Apr 19,2019,4,My team is really solid. The manager cares about your growth and development. Offers good advice on technical and soft skills to work on. Internal learning resources are also abundant.,"Moving slowly into a more data-driven culture. A lot of things are done according to people who have been at the firm for a long time. There are organizational habits that are difficult to change, and making it potentially difficult for data science to have a bigger voice in decision making (but it certainly depends on your organization)."
Apple,Awesome Workplace,Jun 22,2020,5,Experience Tacky Strategic Requires a lot of cross org interactions.,"Politics, Slow process, Nothing NA I love my APPLE :)"
Apple,A Great Place to Work,Nov 9,2015,5,Very cool stuff is happening,"A very hardworking environment, people work so hard here"
Apple,Excellent place to work!,Dec 30,2019,5,"Love the work, products, impact on the world",It's hard to find one!
Apple,Innovative,Jun 9,2020,5,"Great environment, great people, get to go to WWDC sometimes","Top down culture, no remote work"
Apple,Data Scientist,May 14,2018,4,1) You get to work on some really impactful projects - touching millions of people 2) You are in the company of some pretty smart people,Moving within the organization to other business units is not encouraged
Apple,Wonderful Place to Work,Jul 14,2018,4,Benefits and compensation are great Opportunity to work with other exceptional individuals,It's work to keep from taking on too much work Very demanding work environment
Apple,Good management,Sep 23,2019,4,"As a big company, the management is good.","Too much bureaucracy in place, although it is understandable for such a large company."
Apple,Good,May 21,2019,4,The team is great but the work,The vision of the company is very niche and narrow. Should expand.
Apple,Amazing place to work,May 15,2023,5,Wonderful team to work with,Work pressure is very high
Apple,Great,Apr 9,2023,4,"Good, effective, efficient workplace management",Not much of cons here
Apple,Job status,Oct 23,2022,5,Nice work environment for people,Nice nice nice nice Nice
Apple,good,Sep 5,2022,5,it is a good comapny,it is a not a bad comapny
Apple,naicue,Feb 16,2022,4,very very very nice good,dunno not applied yet honestly
Apple,shortages of chips,Nov 4,2021,5,A lot of base of datas,Apple gives opportunities for developning
Apple,General Good,Aug 11,2021,5,"Great salary and full of creative project, which I learned knowledge and met great stuff in company. The stuff benefits are good too.","People are very separated from their works, and sometimes teams are not efficient and effective enough. Some projects are micro-managed."
Apple,Yes,Jul 15,2021,5,Pay phones MacBooks and employers,No no no no no
Apple,lol,Jan 23,2021,5,amazing office and environment and food,salary pay per annum and hour
Apple,Its a good company with great salaries,Feb 5,2019,5,"Trading , good environment,good salary","working hard,bad people , bad Ceo"
Apple,Good company,Mar 16,2020,5,"Good salary , good employees,good organization to work","Work load is heavy,access work load"
Apple,Senior Barista Caffe Macs,Jun 5,2023,5,"Benefits, pay, every one is friendly",Need help getting transferred to Elk Grove/ Sacrament area. Im having a hard time getting transferred and would like more support
Apple,Exploring the Pros and Cons of Working as a Data Engineer at Apple,Apr 30,2023,4,"Growth opportunities: Apple is one of the most innovative companies in the world, which means there are many opportunities to grow and learn as a data engineer. Salary and benefits: Apple is known for offering competitive salaries and excellent benefits to its employees, including health insurance, retirement plan, paid leave, and much more.","Intense work pace: Apple is known for having an intense and demanding work culture, with tight deadlines and high expectations. Pressure for results: As a data engineer, you may face constant pressure to produce results and innovative solutions quickly."
Apple,Good company,May 7,2023,4,Really enjoyed my team and the pay is good,Sometimes leadership is not clear on goals
Apple,terrible experience,May 3,2023,1,a big company with talented people,"long hours, no work-life balance, no respect from leadership, micro-management"
Apple,Good place,Apr 3,2023,5,Nice environment loved it there very ncie,No cons loved it there
Apple,The best company culture,Mar 31,2023,5,Many interesting tools and projects.,Management was not addressing the issues correctly.
Apple,Tough but rewarding,Mar 10,2023,3,working with very smart colleagues,very fast paced and always working on multiple projects at once
Apple,Okay ish place,Mar 2,2023,5,Good teammates and smart folks,No free lunch literally and metaphorically
Apple,Overall a Positive Experience,Feb 17,2023,5,"Good pay, lots of perks and merch, workload is light",Not building anything meaningful or complex
Apple,"Extremely top down, but otherwise good",Feb 12,2023,4,No overhiring; Focus on impact; WLB not bad,"Top down culture, that drove talents out; Older facility office; Compulsory RTO"
Apple,Good,Feb 2,2023,4,Some and a lot like being able to work in a lot of projects,There are some cons if you do not work with passion
Apple,Good Apples,Nov 15,2022,5,Good culture and awesome atmosphere,Hard work is required and respect
Apple,Not great culture,Oct 12,2022,2,There's a team for everything so there's no need to run any system yourself. They'll send you all around the world in first class. Apple Park is stunning. Everyone is smart.,"People are not nice, they often want to work alone rather than collaborate. Honestly the pay isn't as high as you'd think and the benefits aren't great. They don't sponsor you to go to conferences, at least in my organization. It's hard to move between orgs because it's so secretive. Overall I wouldn't recommend an engineer work here."
Apple,Overall Excellent job. Pay is a little lower than other FANG but WLB is great,Aug 26,2022,5,"Great work life balance, interesting projects, stock has increased 4x over my employment so salary has been very high due to stock appreciation.","Return to office, occasionally mundane assignments. Lots of red tape. Pays less than other top tier companies."
Apple,Wow,Oct 23,2022,5,Awesome company to work with,"No Cons, Too much money"
Apple,Management,Nov 21,2022,4,Great opportunity for customer rapport and customer relationships. Room for career development and clear representation of diverse community and company culture.,Horrible management that did not have proper core values and good morals.
Apple,Rock solid management and brand,Sep 6,2022,5,Good work culture Talented engineers and designers Attention to details,Not the best pay master Very top-down management approach
Apple,:),Nov 3,2022,4,good salary and great people to work with,very competitive but its worth it
Apple,Good work culture,Aug 19,2022,5,good work culture time management,not so good work culture not sure
Apple,Apple smells!,Oct 30,2022,3,good management and fun times,Bad stuff and other bad stuff
Apple,Great company to work for,Oct 11,2022,4,Great company to work for,No cons Apple treat their employees really good
Apple,Micro management and toxic team environment,Jan 25,2022,2,Great benefits Good pay product discount Great company culture but not in all teams.,"Team culture is totally opposite to company culture. Very toxic team environment, never encouraged for cross training and change of responsibility. People around you working on same things for more than 5 years. If you ask for change in responsibility or cross training manager would decline. Manager expect you to work on same thing every day. You would have no motivation lack of new responsibilities and challenges. Very micro managing by manager feels like you are working in store as an hourly employee so you have to answer for every minutes you worked on which task. You need to take permission from your manager for 1:1 with their managers. You have to include your manager as an optional in all meetings you schedules with your stakeholders so your manager keep an eye on you."
Apple,good,Oct 10,2022,3,company pays well for the position.,sometimes too much work for what I get paid.
Apple,Good place to work,Aug 12,2022,4,- lots of benefits and perks - Apple has huge amount of data which can be great for data engineer to challenge ourselves to solve painful issue - a bunch of smart and talented people at Apple,Ownership can be messy for cross team project hard to move up
Apple,Awesome,Jun 14,2022,5,Great pay for all entry level positions.,Long work hours for all entry level positions.
Apple,Can be relied upon to consistently maintain a high quality of work.,May 21,2022,5,"Stable , reliable, friendly,experienced and kind.",None none none none none
Apple,"Good Benefits, Should be more RTO flexible",Aug 21,2022,4,-Good benefits -Good stock options and comp,"- forced RTO, makes it questionable with Covid."
Apple,Yes good,Jun 1,2022,5,Okay and it is better,Not really conservative lol for the most. Part
Apple,Decent work-life balance,Aug 10,2022,3,"Worked about 35 hours a week No crunch time Job stayed within expectations Good data modeling software, freedom to choose analytics applications",Poor office culture Non-competitive pay
Apple,Good company,Aug 18,2022,3,Well managed for such a big size,Work tends to be intensive.
Apple,Great culture,Jul 6,2022,4,Love the culture and people here. Apple provides flexibility and opportunities if you do well here.,Pay is not as competitive as I would like.
Apple,Nice company,Apr 20,2022,5,It’s apple and amazing environment,Growth options within the company
Apple,Best,Apr 20,2022,5,Best Best Best Best Best,None None None None None
Apple,Great Company!,Mar 16,2022,5,"Good environment, good colleagues, good leadership!","Less money, less chance to upgrade！"
Apple,Contractor with half the normal pay,Mar 7,2022,5,Get to learn the internal infrastructure,The pay is literally half the usual one for a SWE.
Apple,Best Corporation for Engineers,May 18,2022,4,"Values innovation. Not worried about cost cutting. New ideas welcomed. Fantastic insurance, gym. Work pays for phone, phone bill, and computer.",Crushing office politics. Hard work expected. Often work after hours.
Apple,very,Jun 10,2022,4,very nice very nice very nice very nice,a little a little a little a little
Apple,apple,Dec 1,2021,5,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public. The store was always electric, although others may say crazy. I'd say electric because the experience was exhilarating.",This is a job I truly miss and I am thankful for the opportunity that I was given!
Apple,Life at Apple,Feb 23,2022,5,"Teamwork, benefits, atmosphere, and salary",Working from home and time off
Apple,Da,Feb 20,2022,4,Good cause help rich people,Not good helping poor people
Apple,DA,Feb 28,2022,3,Company is full of ambitious individuals,Location is not the best
Apple,Contracted Data Analyst,Feb 9,2022,4,- WFH - Little micromanagement - Freedom,- No growth opportunities - High turnover rate - Can't negotiate benefits
Apple,Blah,Feb 12,2022,3,"Security, benefits, stock, hardware, location","Not competitive with other service, dev enterprises"
Apple,Big tech experience,Jan 12,2022,4,"Fast paced, Lots of opportunities for learning and some independence in engineering role, Great benefits","Keeping up appearances/office politics, inflexible long-term remote working policy"
Apple,nice campus,Apr 12,2022,1,they have very good perks,"no life, work work and work"
Apple,Working,Nov 6,2021,5,Great culture and lots of perks.,Have to work in the office.
Apple,Na,Oct 29,2021,5,People are the center of everything,Work can sometimes be draining
Apple,Senior Data Analyst,Nov 1,2021,5,Senior Data Analyst Awesome Awesome,None None None None None
Apple,a,Oct 13,2021,5,a good choice for a good choice,sometimes you just need to move on
Apple,"Great company, as expected",Dec 2,2021,5,World-wide & cutting edge challenges,"Large company, hence some cross-functional hurdles"
Apple,Not bad for the Grind,Nov 17,2021,4,- pay and benefits -environment and the people,- some management in particular can be off putting
Apple,"Smart people, too much politics",Aug 24,2021,4,working with smart people good salary,too much politics no clear guidelines for promotion too hierarchical top down
Apple,Great company - depends on the org,Aug 6,2021,4,Well respected and good sense of ownership.,WLB can be a challenge
Apple,Great Company,Apr 15,2021,5,I have been working at Apple for almost a year now and have thoroughly enjoyed it. Coming from an academic background I was worried that working for a big company would involve sacrificing time spent learning and discovering new ideas/methods but I have had plenty of opportunities to do this,Since I was hired after the coronavirus lock-downs I have not actually met many of my colleagues in person.
Apple,Data Engineering Manager,Aug 15,2021,5,Good learning experience and opportunities,At times it get very busy
Apple,data,Jul 28,2021,5,good salary and benefits for employee,none none none none none
Apple,A company with a lot of resources and intelligent people,May 6,2021,5,"Tons of resources, lots of ways to learn and grow, great benefit",Your impact to the whole company might be limited compared to working at smaller company
Apple,Great,Jul 5,2021,5,Money for days and days,"No windows in the office, get it?"
Apple,Review,Jun 29,2021,5,Good company policies Good benefits Healthcare free,Not have option for fully remote work
Apple,Good,Jun 16,2021,5,Apple is a very good Company.,Base is low compared to other companies.
Apple,Great environment,May 16,2021,5,"Everything, Everything, Everything, Everything, Everything,","Nothing, Nothing, Nothing, Nothing ,Nothing, Nothing"
Apple,amazing,May 18,2021,5,"wonderful, honestly best place to work","none, I hope to stay forever"
Apple,very good,Apr 17,2021,5,excellent place to work for life time.,there is no bad side here.
Apple,Data Analyst at Apple,Mar 31,2021,5,Cares about employees overall well being,"Lots of documentation and meetings, very limited time to get work done."
Apple,Great place to work,Jan 26,2021,5,"The work/life balance is great, good company culture and smart people to work with","office politics can get in the way of some smart decisions and being a more feel-first tech company, decisions can be less data driven"
Apple,n/a,Apr 9,2021,5,"great work environment, fast paced","difficult tasks, fast paced, no consistency"
Apple,Great place to work,Feb 22,2021,5,Great support overall. Management is really good.,"maybe too chilled. If you like an intensive startup-like workplace, you may feel it's a bit slow."
Apple,Opportunities for everybody,Mar 10,2021,5,"Gives you opportunities to interesting work, growth, fair pay, RSUs, bonus.",Growth is a little complicated.
Apple,"Cool work, long hours",Jul 13,2021,4,"Exciting work, surrounded by very small people","very political, top down style of management"
Apple,.,Jul 16,2021,4,Lots of opportunities to grow,.work life balance not so good
Apple,Good one to work!,Feb 26,2021,5,"good work/life balance, good benefit",work pressure sometimes is big
Apple,Great place to work,Feb 6,2021,5,"Best place to work. Smart people, great managers. Really care about employees.",nothing to say for cons
Apple,it was good for new grad,Jun 24,2021,4,"strong colleagues, and good collaboration","top down culture, false fire drills"
Apple,ok sir i wont put the bad language,Jun 2,2021,1,nothing but all wrong please dont go.,cons is that you work there
Apple,Collaboration is Key,Feb 4,2021,4,"Good compensation, Friendly coworkers, Growth Opportunities, Good communication channel to management",Lag behind Data Engineering Infrastructure Lots of meeting Lots of interaction with different timezones Limit WFH before Covid
Apple,good,Feb 15,2021,5,really enjoy to work here,the company is too big
Apple,Good,Feb 11,2021,4,It has a good working environment,Could not take our phones in
Apple,Well managed,Feb 1,2021,3,Well managed company. Good innovations.,Can be tough on schedule and pushing people hard.
Apple,Amazing place to learn and work!!,Jan 13,2021,5,Amazing place to learn and work!!,Nothing bad about the company and its great culture
Apple,Good company,Jan 12,2021,5,- Development opportunities - Work life balance - Open environment,- office Politics - Frequent changes in organization
Apple,Good company,Jan 19,2021,5,Culture is very amicable for most,"Would rather not say, thanks!"
Apple,Great,Jan 14,2021,5,Really Great place to work,No cons working at Apple
Apple,Great,Jan 12,2021,4,Great environment and work culture,Gets too stressed occasionally and tiring.
Apple,good,Jan 12,2021,5,fun workplace and great people,lots of work to do
Apple,Hello World,Jan 8,2021,3,Flexibility on Projects Assignment work,Not much perks and snacks
Apple,Very good company,Dec 30,2020,5,very good perks and benefits,there are no cons to say
Apple,Good company to have on resume,Nov 20,2020,3,Great employee benefits Paid time off Good Management,Below market salary level Little to no bonuses (performance based or team based) Little advancement Poor technology
Apple,Good,Dec 25,2020,5,Good environment to improve capacity,There are not bad things for me
Apple,good,Oct 31,2020,3,"good people, very hard working",work life balance can be a struggle at times
Apple,Apple benefits,Oct 23,2020,1,Healthy competition with people and good snacks,Computers are a bit opd and iphones are very old like 1950
Apple,Good company to work for as long as you know which group you are joining for,Apr 21,2019,4,"- Good work life balance depending on your team - Could be interesting work but your project also depends on how your manager thinks personally of you. If you don't get on well, you might end up with projects no one wants to work on. - Great benefits from the company including good food, good 401k, health insurance etc. - Supportive environment for personal development.","- Recruiters are usually bad and unprofessional. They usually try to lowball you (as typical) but if you try to negotiate, they become aggressive and even rude. - Very unbalanced compensation even within the same teams. Study up your numbers well before signing up. - Secrecy - Very non-uniform groups within the company. There are big differences between different organizations so you might have totally different experience for the same/similar job responsibilities depending on whether you are part of engineering, operations or (scary, the one to avoid at all cost) IS&T groups."
Apple,Not all it's cracked up to be,Sep 20,2009,3,There is a certain recognition you receive when others hear you work for Apple with it being the high flyer in the industry. There is some flexibility in the hours as long as you get your work done.,"Ivory tower management that tends to be in the way more than helping. They often make decisions that the people who do the work don't understand and hurts productivity. After cutting down benefits quite a bit during the lean years (mid 90's), has done nothing to bring any of them back now that we are making a killing."
Apple,Apple is great!,Aug 28,2012,5,"Great place to work! Very good work ethics. Things move too fast to waste time with drama or people who don't contribute… they get fired fast. From an IT standpoint, you get 100% control of your own system(s)!","Poor work/life balance. Employee discounts are less than desirable. Because working for Apple is considered ""it's own reward"" there is a tendency to pay on the lower side of the spectrum. Unfortunately applicants will take the below industry rates just to be at apple."
Apple,Data Mining Specialist,May 14,2010,5,"Apple offers great benefits, coworkers are intelligent and good at what they do, and the dress attire is comfortable and easy to work in.",One needs to be careful of all the legalities in what you can and can't tell others about Apple products and services.
Apple,Setup for success,Oct 15,2011,5,"The company is innovative, the corporate culture is amazing. You are truly setup for success when you start working there. I have found that management is open and ready to help.",Things can get stressful we're a company who releases new products constantly and you have to be up on the latest technology all the time.
Apple,Data Scientist,May 18,2018,4,"Interesting projects Resources (hardware, software licenses etc) are taken care of People are smart, inclusive, articulate. Great benefits Good food There's a group for pretty much any hobby/interest, so it's easy to meet new friends when you're new to town","Open concept offices taking over and making it impossible not to have glare on your screens. No visibility into promotion opportunities, org changes always come as a complete surprise to most. Leads to confusion about career growth potential. Very little emphasis on training managers, lots of growing pains when people get promoted. Can be a bit on the bureaucratic side."
Apple,Data Entry Representative,Aug 8,2015,5,"A fast paced environment, that you have to reach goals. Everyday of your work week.",If your not uesd to working with products then this is not a place
Apple,"Great company, competitive envirounment",Feb 5,2020,5,"All dependent on the team itself and manager. In my case, I had: - flexibility - get the job done mentality - very competitive - great compensation (if you perform)",It's a giant organisation that moves like a giant
Apple,great place to learn. slow to grow.,Apr 11,2019,4,"At the beginning you can learn a lot and see how a big company works. Depending on teams, data scientists have a lot of freedom.",Unstructured. Infra structure is not as great as some other big companies. Growth is slow which is natural for big companies.
Apple,"Really good people, platform for growth could be better",Apr 19,2019,4,My team is really solid. The manager cares about your growth and development. Offers good advice on technical and soft skills to work on. Internal learning resources are also abundant.,"Moving slowly into a more data-driven culture. A lot of things are done according to people who have been at the firm for a long time. There are organizational habits that are difficult to change, and making it potentially difficult for data science to have a bigger voice in decision making (but it certainly depends on your organization)."
Apple,Feedback,Jul 23,2016,3,Full employee has all benefit as per the standard companies.Overall its not a bad company to work for.,Some of the managers are directly hired from contractor jobs.they usually do not have etiquettes and expect contractors to work day and night even on weekends. These managers treat other contractors as their servant and usually lack people management and communication manners.
Apple,Awesome Workplace,Jun 22,2020,5,Experience Tacky Strategic Requires a lot of cross org interactions.,"Politics, Slow process, Nothing NA I love my APPLE :)"
Apple,Data entry is intensive,Jun 3,2019,5,-great culture -fast promotional opportunity,-aggressive data goals -management can be slightly aggressive during peak sales
Apple,A Great Place to Work,Nov 9,2015,5,Very cool stuff is happening,"A very hardworking environment, people work so hard here"
Apple,I love my job,Jan 13,2019,5,Helping people with their phone issues,Not being able to help on certain stuff
Apple,bebefits,Aug 12,2019,5,Good steady hours and steady eork,HR has a lot of work to do to be a better company
Apple,Head of Customer Insights and Data Sciences,Feb 26,2020,5,"Start up culture, Great people",I see no particular cons
Apple,Excellent place to work!,Dec 30,2019,5,"Love the work, products, impact on the world",It's hard to find one!
Apple,Innovative,Jun 9,2020,5,"Great environment, great people, get to go to WWDC sometimes","Top down culture, no remote work"
Apple,"Challenging, demanding, but you get to work with great people on high visibility projects.",Nov 26,2016,4,"Smart, driven, top tier co-workers Challenging projects Great benefits Pride in the company values Pride in the products Sense of community","Lack of internal transparency Minimal performance recognition High expectations Pervasive ambiguity Some difficult personalities Competitive environment, not always very supportive"
Apple,"Great Company, Mediocre managment",Mar 9,2019,4,Amazing benefits Great Co-workers Everyone is proud of what they do,"Their management structure is over complicated and has a lot of shortcomings. The managers themselves are ok for the most part, but if there is a bad manager there is no checks in place to prevent them from harming someones career. Moving up is almost impossible."
Apple,Apple is moving in the wrong direction,Feb 28,2019,2,pretty good pay and strong benefits,incompetent leadership in the data centers and most staff -1 are weak.
Apple,Its a great place but the advancement is slow,Apr 25,2012,3,"flexibility of work, free coffee and teas; nice cafe macs and cheaper thatn the food outside. stocks",if you want to advance better start applying so that by your 2nd year you can easily apply for opportunities
Apple,Good Experience,Jan 21,2017,3,"Overall it was a good experience working at Apple although I was a contractor. Fast pace, Great food, and very flexible hours.",Working as a contractor can be stressful specially when your contract period is not known. They can end your contract at anytime without a proper notice.
Apple,Data Analyst,Apr 26,2015,3,It's great to have it on your resume...,The pay is low compare to other companies in industry. They keep saying how great you are and how great your bonus is going to be and you see a 4% bonus in your paycheck which is quite disappointing
Apple,Data Scientist,May 14,2018,4,1) You get to work on some really impactful projects - touching millions of people 2) You are in the company of some pretty smart people,Moving within the organization to other business units is not encouraged
Apple,Fantastic workplace,Feb 7,2015,4,"- good work - good peers - good food, benefits - pacy work - aggressive time lines - scope to learn a lot!",- sometimes the job gets too hectic and sometimes it is relaxing.
Apple,A very good role for multilingual professionals,Jun 8,2016,4,"Flexibility in schedule, constant skills development, friendly and wise management, organized work structure: meetings, productivity evaluations, new tasks' assignments",Highly competitive environment which promotes some co-workers to be personally aggressive and pushy
Apple,bebefits,Aug 12,2019,5,Good steady hours and steady eork,HR has a lot of work to do to be a better company
Apple,Good,May 21,2019,4,The team is great but the work,The vision of the company is very niche and narrow. Should expand.
Apple,Head of Customer Insights and Data Sciences,Feb 26,2020,5,"Start up culture, Great people",I see no particular cons
Apple,Excellent place to work!,Dec 30,2019,5,"Love the work, products, impact on the world",It's hard to find one!
Apple,It is what it is,Sep 4,2019,4,the food court was subsidized,the commute was too far
Apple,Data Analyst,Sep 13,2016,4,great work environment and coworkers,low pay and some inexperienced supervisors.
Apple,Data,Jul 2,2019,3,"Challenging work, lot of work to do",Work life balance is bad
Apple,Good company to work,Jun 8,2023,4,Bosses are very nice.Working environment is good.,Not too much career developing opportunities.
Apple,Job Review,May 31,2023,5,- nice benefits - nice office - nice management,- low pay - no option to work fully from home
Apple,God,May 24,2023,5,Best facilities and incomes is more than sufficient,I think very less cons In it
Apple,Amazing place to work,May 15,2023,5,Wonderful team to work with,Work pressure is very high
Apple,Amazing,May 13,2023,5,Culture is amazing. Too much to learn.,Peer pressure is so much.
Apple,normal,May 5,2023,4,good environment and good community,the people are too busy as too many staff to do
Apple,Ok,Apr 16,2023,3,Good long contracts and are ok to work for,Bad management constantly talking down to you
Apple,good,Apr 14,2023,4,it was very good invironment foor me,good invironment healthcare very well bahavior and management
Apple,Great,Apr 9,2023,4,"Good, effective, efficient workplace management",Not much of cons here
Apple,Great Benefits,Feb 10,2023,4,"It's nice to work for such a big company, and it had so many perks and benefits and extras on top of your salary",You sometimes feel like just a number if there are a lot of people in your role. And the work can get repetitive.
Apple,apple review,Feb 12,2023,4,good company and the services is amazing,hark working company but good salary
Apple,Good,Feb 15,2023,4,"Good environment, work, life, balance. Competitive salary.","N, o, c, o, n, s."
Apple,A,Dec 17,2022,5,Benefits and how they treat people,Salary and its very difficult to grow
Apple,Good,Nov 20,2022,5,Good manager and friendlly environment,Nothing really everything was quite positive
Apple,good,Jan 17,2023,4,good work and benefits. people are mostly nice,mediocre manager. not suitable to lead tech team
Apple,review,Nov 3,2022,5,"good people, good food and good salary",pay more and give more freedom
Apple,Job status,Oct 23,2022,5,Nice work environment for people,Nice nice nice nice Nice
Apple,Good,Oct 20,2022,5,"Great in everything, the best.",No problem at all here.
Apple,good,Sep 5,2022,5,it is a good comapny,it is a not a bad comapny
Apple,Good,Aug 27,2022,5,Gret place to work at,Not a lot of oppurtinities to move up the ladder
Apple,AI/ML annotation analyst,Oct 23,2022,3,"This is a good starting position with a lot of room for advancement within the team, and within the company itself.",The job itself is mind-numbingly repetitive and dull.
Apple,boring repetitive job,May 28,2022,4,Good pay and low stress,not enough pay and no career growth
Apple,Great company but,Apr 1,2022,5,"Benefit, healthcare plan, dental coverage.","Problems within Siri departmant, working with people who aren’t fitting company values"
Apple,Not very human or respectful,Mar 11,2022,1,I guess a lot of benefits and good money to the engineers or similar positions,It's not ok that other companies are used for the 'dirty work' and mouth taped
Apple,Hard working culture,Feb 5,2022,3,Very good salary and benefits,Sometimes you work long hours
Apple,naicue,Feb 16,2022,4,very very very nice good,dunno not applied yet honestly
Apple,Senior Data Engineer,Dec 27,2021,5,Salary and perks. Good work life balance.,Nothing as such. Leaders should be more focused to get work in india.
Apple,data analyst salary,Jan 14,2022,5,"great company, good salaries, I recommend.",there are no cons I can think of.
Apple,"OK, but busy",Dec 22,2021,3,Nice place to work good people,too much politics around the place
Apple,shortages of chips,Nov 4,2021,5,A lot of base of datas,Apple gives opportunities for developning
Apple,General Good,Aug 11,2021,5,"Great salary and full of creative project, which I learned knowledge and met great stuff in company. The stuff benefits are good too.","People are very separated from their works, and sometimes teams are not efficient and effective enough. Some projects are micro-managed."
Apple,great company,Jul 18,2021,5,"peers are professional, responsible culture is cheerful, make employee product because of the brand and value company cover employee and family member's medical expense",limited chance for local to become manager role
Apple,"OK, but busy",Dec 22,2021,3,Nice place to work good people,too much politics around the place
Apple,Good,Jul 31,2021,5,Very good job in this feild,It's job is changed my life
Apple,Data operator,Jun 27,2021,5,Problem for money And stary with this company,Salary not enough and progress .........
Apple,Yes,Jul 15,2021,5,Pay phones MacBooks and employers,No no no no no
Apple,Best company,Jun 3,2021,5,Best company in the world,Data entry part time job
Apple,Good place,May 3,2021,5,flexible time when you at work,Work from home hard to communicate
Apple,Boring but easy,Aug 23,2021,4,"Easy work, nice facilities, good people","Boring work, management always looking over your shoulder"
Apple,Very Good,Apr 4,2021,5,Very Good Good Good Good,No any bad things at all
Apple,Good place to work,Jun 30,2021,4,Talented co-workers and management. Also great food.,"Very large, can feel anonymous"
Apple,Go for it,Jan 12,2021,5,Apple has great benefits for students even as a part-time employee Nice place to work great people around you,Working retail hours can be a drag
Apple,lol,Jan 23,2021,5,amazing office and environment and food,salary pay per annum and hour
Apple,Nice,May 17,2021,3,everyone in apple is so nice,there is a competitive conpetition，you need to work hard everyday
Apple,Nice,Sep 15,2020,5,Super good nd fun nd lovely,Not bad at all go for it
Apple,Good,Oct 30,2020,5,Good Job to have resources,No Option to have been promoted
Apple,Lovely job,Jan 19,2021,4,Relaxed job with lots of support from management,"Repetitive, not much opportunity for growth."
Apple,Good,Oct 9,2020,5,They provided a range of benefits,its stressful to work there
Apple,Good employee benefit,Feb 1,2021,4,Provide high salary and benefit,Hard to go further position
