company,rating,pros,cons,pros_topic_0,pros_topic_1,pros_topic_2,pros_topic_3,pros_topic_4,pros_topic_5,pros_topic_6,pros_topic_7,pros_topic_8,pros_topic_9,cons_topic_0,cons_topic_1,cons_topic_2,cons_topic_3,cons_topic_4,cons_topic_5,cons_topic_6,cons_topic_7,cons_topic_8,cons_topic_9,inverse_rating,weighed_pro_0,weighed_pro_1,weighed_pro_2,weighed_pro_3,weighed_pro_4,weighed_pro_5,weighed_pro_6,weighed_pro_7,weighed_pro_8,weighed_pro_9,weighed_con_0,weighed_con_1,weighed_con_2,weighed_con_3,weighed_con_4,weighed_con_5,weighed_con_6,weighed_con_7,weighed_con_8,weighed_con_9,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9
Meta,5,i get to work every day on interesting problems together with incredibly smart and committed coworkers the internal tools we have in place to perform analysis are world class,it's very hard to advance your career if you want to have work-life balance the fast pace and the high demands foster burnout in a lot of employees,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0
Meta,5,every morning when i go in i feel like the luckiest guy on earth for ever landing a job here projects: every team is understaffed so there is a ton of incredibly important work to do everywhere because of this you can work on high-impact (and potentially high-visibilty) projects from day 1 autonomy: i've always felt extremely trusted in both my technical competency and prioritization skills management is (generally) helpful when i want help but mostly i've been able to do my own thing and work on whatever project feels most important to the company and/or interesting to me people: everyone is really smart and most people are really friendly funny and generally awesome to hang out with food: amazing healthy options are phenomenal as are the unhealthy ones gym: the staff is incredible so much more,- stress: the company likes to run slim as mentioned in the pros above this means you're always working on impactful projects but it also means your team is understaffed and you may have to work some nights and weekends to get stuff done (though definitely not as bad as the previous strartup i worked for) the more teams you work with the worse this can get since some people love to load up on meetings during the day egos: there are some people who are really full of themselves and difficult to work with this happens anywhere i've been but there's a special brand of self-importance among some folks here fortunately i've never had to work too closely with these people but they make their presence known,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-1.0,0.0,0.0,0.0
Meta,5,"my coworkers are ridiculously smart and competent every day i learn something new from one of them we move fast and think about having impact on the world our site is used by a billion people the company cares about its employees' quality of life; we have excellent food shuttles to/from san francisco a culture that eschews meetings great ergonomics onsite medical care and a gym new engineers go through ""bootcamp"" which exposes you to all aspects of the codebase in a friendly environment where you're allowed to ask n00bish questions and bond with other new engineers",it's difficult to come up with meaningful downsides to working here we move very fast so i don't always have time to be a perfectionist (but in general that's a good thing) our codebase is huge and it can be difficult to find documentation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0
Meta,5,- world class technology and infrastructure - brilliant colleagues who care a lot about their work - challenging problems and impactful - decisions focus on the data and facts behind an idea vs who's suggesting it,- not a con for me but facebook is an intense place driven by smart and passionate people if you are looking for a place to coast this aint it - commute if you're living in sf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
Meta,5,it's great working here there's nowhere else i'd rather be you are working with very smart people who are energized and believe in the work they are doing you will be rewarded for doing well and for the company doing well you are empowered and encouraged to wield influence and ship products that can literally affect billions of people no matter what level you are at there is also a lot of food,it's really expensive to live around here and the traffic sucks so if you want to work in the heart of things in menlo park you have to contend with that and it can be pretty intense but that's mostly because there really is so much to do and you will want to go do it,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Meta,5,not only is everyone incredibly sharp and very good at their jobs but also almost without exception everyone is a pleasure to work and associate with i'm given an incredible work/life balance i feel like working on my team is like working with a close group of friends,career paths not very well defined my interactions with the executive team have been incredibly positive and inspiring unfortunately i've met many director/vps who tend to be bro-ish and/or cocky,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-1.0,0.0,5.0,0.0,5.0
Meta,4,- great benefits especially if you have dependents - good autonomy to conduct your own analysis as a data scientist,- opportunities to pursue more technical lines of work (building ml models creating data infra etc) are limited by the characteristics of the team you're placed on - a lot of questions/direction coming from upper level management that halts the process of the work you may be more interested in doing (deep dive analyses) for more market-sizing/strategy type work,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-2.0,0.0,0.0,4.0,0.0,4.0
Meta,5,challenging engaging supportive there is opportunity and the resources to tackle any challenge you can find they truly value a strengths based approach you can learn a lot here and be compensated fairly,disorganization part of the challenge is that facebook is really difficult to comprehend in its entirety and you need to try,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Meta,5,making a difference in and out of facebook mission of connecting people is beneficial to millions of people compensation and perks very good lacks bureaucracy good equipment self-starters can go far free fresh food and drinks paid parking,open plan offices can get noisy/crowded everyone has headphones,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-1.0,0.0,-1.0,0.0
Meta,5,—the most open culture of any company —incredible flexibility to change projects & teams based on what you want way more people do this rather than leave —people truly assume good intent and responsibility of their peers everyone manages themselves takes their own hours and supports one another —employees regularly have forums to take changes up to top leadership or request changes to nearly any other part of the company and most requests are followed through —projects rely on cutting-edge research and encourage learning,—moves incredibly fast and can be stressful,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta,3,"smart people amazing benefits good salary ""anything you need"" attitude",no clear career path analytics org has seen multiple owners lots of attrition not a meritocratic culture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,3.0
Meta,2,good perks and comp coworkers are nice and fun,very competitive environment no possible to succeed if you don’t work 60+ hours focus on short term impact due to performance cycle every 6 months no clarity on expectations of roles mix signals from leadership about culture,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-4.0,2.0,0.0,0.0,2.0,-4.0,0.0,0.0,0.0
Meta,5,qualified brilliant exceptional coworkers you can accomplish amazing things very social environment i've grown professionally and as a person if you work with data this place is in a league of its own,high expectations high pressure lots of competition it's not necessarily a problem but if that sounds stressful to you it could be,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
Meta,4,great work culture great people work on why you like - you will be judged on impact of the work,the company and its people have a highly left political bias and it shows up in conversation around the workplace so how are we supposed to be impartial when treating content or views from the other side,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Meta,4,all tge benefits very smart people great problems to work on infinite amount of data,you might feel like second class citizen if you are not swe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,4.0,0.0,4.0,0.0
Meta,5,great culture overall good benefits smart people,as the company has grown the functions have become siloed with less autonomy on decision making,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,5.0,5.0,0.0,0.0,-1.0
Meta,5,hard to find another company that moves fast at this scale,you have to be able to manage upwards and downwards,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-1.0,5.0,0.0,0.0
Meta,5,work is interesting perks are great coworkers are intelligent and great to learn from,sprawling organization a lot of stakeholders to manage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,4.0,0.0
Meta,5,surrounded by intelligent people nice and open working environment,you need to learn to be more powerful and impactful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Meta,4,interesting problems talented and kind people great benefits,bad press in news can be demoralizing,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
Meta,5,+ high salaries + amazing perks + open culture,- overcrowded campus - work-life balance in some engineering teams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,4.0,5.0
Meta,5,lots of flexibility/responsibility well taken care of financially and well fed,imposter syndrome is common goals are lofty,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Meta,5,nice perks and salary and nice people,too much work and sometimes miscommunication happens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Meta,5,influence autonomy convenience challenging data driven,growing pains as we mature,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Meta,3,excellent quality of life nice and smart people,very unclear mission and purpose lots of internal drama,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,3.0,0.0,-3.0,0.0
Meta,3,great neighborhood and great energy,too much work and too much politics,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Meta,3,great benefits like salary etc,work life balance is very bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Meta,5,compensation is good benefits wfh travel,too much work politics nuisance no diversity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0,0.0
Meta,4,a data driven company with a lot of room to grow as data scientist,company is a bit top-down at the moment so less freedom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,4.0
Meta,3,good benefits nice and smart people,organizational changes and layoffs all the time a lot of politics,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,-3.0,0.0
Meta,4,- top tier pay - good benefits - smart people,- long hours - politics - uncertainty,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
Meta,5,- very good compensation & benefits - fast career progression especially if you're an individual contributor,- work life balance could be better,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
Meta,3,great people great talent great tech stack and tooling every bit of work tooling is hyper-optimized for productivity from meetings to meeting rooms to food interesting problems,american corporate enthusiasm skew towards sf hours and decision-making concentrated there work done is less important than the ability to market that work and promote yourself in internal social networks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Meta,5,great awesome idfoan afdonq  af,long working hours no work-life balance,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,-1.0,0.0,0.0
Meta,5,still competitive in the industrial,no more good food in company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
Meta,5,best place to advance your career,lots of work at times working across timezones is challenging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,0.0
Meta,5,great teams of people very dynamic great benefits,depending on the manager could be hard to get on projects that help you grow,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,5.0,0.0,0.0,0.0
Meta,3,compensation is really really great,layoffs are no fun for no one,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Meta,4,people are smart and nice also the methodology and framework across the working model is very helpful for a ds to learn and grow,chaotic org management so many duplicates in the space,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,-2.0,-2.0,4.0,0.0,-2.0,0.0,0.0,0.0,0.0
Meta,4,the only good thing is money,too oriented towards impact and short term success,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,4.0,-2.0,0.0,0.0,4.0
Meta,2,package is still decent even though stock price crashed,team morale is low after layoff,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0
Meta,5,- this company holds employees to a high standard this including all my managers they gave me clear expectations and care about my growth they created opportunities for me to grow myself and create impact for the business - really accommodating/ suportive i felt it strongly during covid and when i had family crisis we even have covid paid leave to sort those kind of things out i think this is really positive for diversity and inclusion - much less politics than other places i have been the company is still in rapid growth phase and people are too busy getting stuffs done rather than fighting with each other - i quite like people i work with high achievers and fast learners and everyone is nice & collaborative possibly because the culture filters out those who are not,- in many teams you are busy 4-6pm london time because of meetings with us west coast you need to actively manage your work life balance particularly if you need to pick up kids by 6pm wfh helps a lot and the company/ team respects people's boundaries for example i tell my team i need to stop at 5:30pm everyday and the us colleagues would accomodate and get up early for me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0
Meta,4,fast paced challenging work environment,work life balance may sacrified,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meta,5,great culture great offices they take great care of you colleagues become good friends,too much noise politics have started creeping in people chase for bigger scope,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-1.0
Meta,4,- work with really smart people - solve really hard problems - benefits are great (caring for family and self),- more and more focus on ownership - poor definition of remits and scope - lot of smart people looking to solve similar challenges,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,-2.0
Meta,2,overall compensation top tech kit some areas are very promising,"when joining i picked shops because it was a promising project but after i made my decision it was clear that the org was notoriously disorganised the project has lost most of its key personnel because the director for product was unable to give a clear direction and censored all the reasonable ideas my manager was inexperienced and refused to hear any suggestion that i made it felt really demoralising and frustrating i reached out to other managers friends from previous job who agreed that it was frustrating… but that’s it – i agree this is a horrible situation – what can i do about it – i don’t know… – wait a year so i can change teams – maybe that was changed to 18 months though all three of the org the project and my manager had ""the worst pulse rating in the history of the company"" at their level according to people who had been at facebook longer no one reached out several key stakeholders left notably one senior data engineer i offered to take over some of their workload because i knew how and i badly needed data to do my own work that was yet another suggestion that my manager shut down it got tiring really fast",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Meta,4,great perks lots of independence (that's team dependant),we are now a massive coorporation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
